"如何透過交易系統全額線上預繳股票? 交割銀行若為中國信託，請您至臨櫃簽署「預收款轉撥同意書」，簽署完成後即可進行線上預繳。
請登入各交易平台的「E服務」>全額線上預繳，操作說明如下：
1.e 統金：首頁 >主選單【E服務】>全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
2.金贏島：點選左下方選單【交易/帳務】>統合e網 >點選下拉選單內的【E服務】>查詢 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
3.e指發APP(舊版)：首頁 >【統一專區】>E服務 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
4.e指發APP(新版)：首頁 >功能總覽> 交易類「 全額預繳」 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
※可執行全額預繳時間：交易日8:00-14:30。",,,
公司治理實務與保險有責任關係嗎? 《上市、上櫃公司公司治理實務守則》中之第39 條：「上市上櫃公司得依公司章程或股東會決議，於董事任期內就其執行業務範圍依法應負之賠償責任為其購買責任保險，以降低並分散董事因錯誤或疏失行為而造成公司及股東重大損害之風險」。第49 條：「上市上櫃公司得依公司章程或股東會決議，於監察人任期內就其執行業務範圍依法應負之賠償責任為其購買責任保險，以降低並分散監察人因錯誤或疏忽行為而造成公司及股東重大損害之風險」。,,,
"什麼是董監責任保險? 第一張董監事責任險引進台灣始於民國85年，由美商美國環球產物保險有限公司分公司成為台灣第一家開賣保險保單的保險公司，當時公司的經營者和投資者尚未有足夠的求償觀念及公司治理知識，所以初期沒有很多保險公司願意承銷此保險。到了民國87年，我國政府積極引進公司治理的概念，此思潮逐漸受主管機關重視，愈來愈多的公開發行公司包括上、市櫃及興櫃公司開始對投保董監事責任險產生興趣，而財政部於民國88年至民國89年間又陸續核准兩張保單，但是截至民國89年投保此種保險的公司，普及率尚不及10%。之後，我國政府雖然沒有強制要求公司皆要投保董監事責任險，但為了加強對公司治理的重視，於民國91年通過「上市上櫃公司治?實務守則」、「證券投資人及期貨交?人保護法」，並成立專職投資人保護中心，協助投資人進行訴訟或求償。隨著董事會和公司治理結構的不斷演變，董監責任保險變得越來越重要，並且已經成為公司管理層廣泛使用的風險管理工具。證期局表示2019年所有上市櫃公司都將強制投保。D&O保險不僅分擔董監事與重要職員的風險，還能增加優秀人才擔任獨立董監事的意願，讓公司治理更加完備。
「董監事暨重要職員責任保險」為Director and Officers Insurance (D&O)。係指，擔任企業的董監事會成員或經理人(可擴大至所有員工)，在執行公司業務時，可能因錯誤、疏忽、過失、義務違反、信託違背、不實或誤導性陳述等行為而被第三人提出賠償請求，由公司替特定對象向保險公司發起之投保並訂定合同，是良好風險管理的表現。",,,
董監責任保險可分擔的風險? 公司經理人或董事會或監察人幾乎在每一個決策中都會面臨個人和職業風險。這些決策通常會經過股東、員工、投資人、客戶、監管機構、甚至競爭對手的審查。對以上第三者造成不利影響或違反監管規定的做法，可能導致訴訟的發生，而使個人承擔法律責任。造成這種結果的原因是層出不窮的國內或國際判例的影響所致。即使對董事及高級管理人員的指控沒有事實根據，但由此產生的抗辯費用是非常龐大的金額，尤其對規模較小的公司而言，是一筆沉重的負擔。,,,
董監責任保險的保障對象? D&O保險除了提供公司董監事或高級管理員等個人於執行職務時，因錯誤或疏失引發相關法律責任的保障之外，也可以附加第三人對公司提出的賠償請求責任，如有價證券的賠償請求，或僱傭行為的賠償請求（如差別待遇、性別歧視）等。（D&O保險的承保對象詳見保單條款）,,,
董監責任保險具有可分性嗎? 董監事責任險的承保項目中，被保險人的責任具「可分性」。也就是說，假設事件發生，有五名董監事遭起訴，其中二名涉及不法事由失去保障，但是其他三名若未涉及不法事由，仍可獲得董監事責任險的保障。,,,
董監責任保險的承保範圍? 董監事責任保險主要承保董監事及重要職員追溯日起至保險期間屆滿前，於執行有關經營、管理或監督公司業務的職責時，因不當行為，如因疏失、錯誤、義務違反、不實或誤導性陳述之行為，影響公司虧損、股價下跌，造成第三人損失並且遭受賠償請求時，其產生的法律訴訟費用、抗辯費用、和解金額及判決金額的損失都可以由保險公司支付。(詳見保單條款),,,
董監責任保險的保費多少? 董監事責任保險的保費是根據估計的理賠頻率和嚴重程度計算。影響定價的風險因素有很多，包括：公司資產大小、行業類型、保障金額多寡、自負額的多寡、公司治理是否完善、有無理賠記錄、海外風險、公司財務狀況是否健全、是否曾合併或收購、經營團隊、市值和股價表現、保單條款......等二、三十個因素，都會影響保費高低。D&O保險之保費計算是一個嚴謹的過程，並非以保費與保額做比例縮減。(報價請洽統一綜保),,,
董監責任保險要保多少才夠? 為了避免在索賠時出現令人不愉快情況，在投保D&O保險時，最好能考慮保障額度是否足夠、保險條件是否最能發揮保障效果、若有海外公司則要考慮當地索賠的配合情況、保險公司的財務實力。小企業風險較低，但公開交易的公司通常被認為是高風險的，董監險的理賠金額常有超過上億或數十億，甚至更高。公司所付出的成本，與風險發生時的金額相較之下，具有槓桿作用。(請洽統一綜保),,,
什麼是保險自負額?  自負額係指每一意外事故發生時，被保險人應先行承擔之損失金額。通常約定為一定比率，如10%或定額2500元等。,,,
火災保險的不動產包含哪些? 指土地及其附屬物，並包括任何永久性之資源，例如建築物、礦藏及附著於其上之權益、利益。,,,
什麼是再保險? 指保險人將其承保危險之一部或全部，轉向其他保險人購買保險，以獲取保障之契約行為。,,,
什麼是保險重置成本? 指的是要用「相同或類似品質」，依「原設計、原規格」在當時當地重建、重置保險標的物所需成本之金額。 ,,,
保險標的物如何計算實際現金價值? 指的是保險標的物在當時、當地之實際市場現金價值，就是將「重建或重置所需金額」扣除「折舊」之餘額。 ,,,
什麼是短期費率? 指短期保險所採用之費率。一般短期費率相較於一年期之費率來得高。,,,
什麼是超額保險? 為保險契約中之保險金額超過保險價額。超額保險由於不符損害填補原則，使被保險人有機會因保險事故之發生，獲得超過其損失的利益，故為保險法所禁止。 ,,,
什麼是職業危險? 職業危險是指工作職業環境上所存在的危險因素，雖然由於工程安全及醫療技術的改善，意外死亡及罹患職業病已大為減少，但仍然有職業本質上而存在的危險。,,,
什麼是出險? 出險是指事故發生後，向保險公司申請理賠金的過程。,,,
什麼是核保? 核保又稱危險選擇,係指保險公司透過對保險標的來危險鑑定及評估、選擇、訂價及決定對危險的承保條件與範圍的過程。,,
什麼是第三者非善意行為? 係指被保險汽車遭他人「故意」、「惡意」或「惡作劇」行為所致之損壞。如停車不當遭惡意「刮傷」或「碰撞」等。非善意行為包括當眾表達之故意或惡意行為，以及暗地裡所作之破壞行為。,,,
什麼是天災? 天災係指由於自然因素所造成之意外事故，其發生無人為因素介入，亦非人力所能控制，其結果則非人類所能預測或防止。例如颱風、洪水、地震等皆屬之。,,,
我需要投保強制汽車責任保險嗎? 強制汽車責任保險凡是監理所、國防部有車籍資料、有發牌照者均需投保喔。,,,
"汽(機)車強制險的保障項目和金額為何? 汽(機)車強制險的保障項目和金額：
1. 傷害醫療給付：每人最高20萬元。(須附收據正本，或與正本相符並加蓋醫院章之影印本收據）
2. 殘廢給付：每人最高200萬元。
3. 死亡給付：每人定額給付200萬。
4. 每一事故理賠無上限。",,,
"汽車強制險提供保障對象為何？ 汽車強制險提供保障對象：
1. 所有交通事故受害人：含駕駛人、乘客、及第三人，但一輛車「單一事故」所致駕駛人之體傷、殘廢或死亡是不在承保範圍。
2. 受害人可跳過加害人，不必先與加害人和解，即可直接向保險公司申請理賠。
3. 二輛車以上發生事故時，各自向所投保之保險公司提出理賠申請。
4. 如其中有未投保車輛，受害人可向有投保車輛之保險公司提出理賠申請。",,,
"投保強制汽車責任保險時，應準備那些資料？ 1. 車主資料：含車主姓名、地址、聯絡電話、生日、性別、身份證號碼。
2. 車籍資料：依行照中資料，填寫原始發照年月、出廠年份、車輛廠牌型式、汽車種類及使用性質、排氣量(c.c.數)、牌照號碼及引擎 /車身號碼、承載人數(客車)或總噸數(貨車)。",,,
"強制險的費率如何訂定? 1.強制險費率是由金管會同交通部擬訂，經社會公正人士組成之費率審議委員會審議。
2.保險費率之訂定標準採「從人兼從車」因素，亦即因被保險「汽車種類」及被保險人「年齡、性別及肇事賠償紀錄」之不同，保費亦有所差別。",,,
"車險退保，保費是否可辦理退費？ 1.被保險汽車之牌照已繳銷或因吊銷、註銷、停駛而繳存。
2.被保險汽車報廢。
3.被保險汽車因所有權移轉，且移轉後之投保義務人已投保強制險而發生因重複投保情形。",,,
什麼是單一汽車事故? 所謂「單一汽車事故」，指單獨一輛車所造成交通事故，例如自行翻車、 撞樹、撞壁、與怪手、堆高機、火車、農用車、拼裝車等，或與沒有車籍資料的車相撞，引起之人員傷亡事故。 ,,,
什麼是汽車交通事故特別補償基金? 政府為避免交通事故之受害人因為肇事車輛沒有投保強制險而無法請求補償，依強制汽車責任保險法第38之規定，設立汽車交通事故特別補償基金，使交通事故之受害人或其繼承人在強制汽車責任保險的給付範圍內能獲得補償。,,,
被無保險的汽車撞傷，對方不理不睬時，有否其他申領補償管道？ 被無保險的汽車撞傷，可至任何保險公司代為申請【特別補償基金】。 ,,,
"何種狀況可以申請特別補償金？ 以下狀況可申請特別補償金：
1.事故汽車無法查究。
2.事故汽車為未保險汽車。
3.事故汽車係未經被保險人同意使用或管理之被保險汽車。
4.事故汽車全部或部分為無須訂立本保險契約之汽車。",,,
什麼是住宅火災保險? 火災、閃電雷擊、爆炸、航空器墜落、機動車輛碰撞、意外事故所致之煙燻、罷工、暴動、民眾騷擾、惡意破壞行為、竊盜、救護損失：因火災而搬移或消防搶救標的物的損失。,,,
住宅火險的種類有那些？ 承保範圍包括「住宅火災保險」、「住宅地震基本保險」、「住宅玻璃保險」、「住宅竊盜保險」和「住宅第三人責任基本保險」。,,,
坪數如何換算？ 平方公尺乘以0.3025就是坪數_,,,
什麼是不足額保險? 例如房屋價值（不含土地）為400萬元，只投保200萬元，保險金額「小於」保險標的可保價值就稱為「不足額保險」。,,,
"車子準備要賣出，但我投保的保險尚未到期，應該要如何處理？ 車子將要賣出，可以選擇以下兩種方式處理：
1. 將保險過戶給新車主。
2. 申請退保。",,,
可以只保「三個月」或「半年」的強制險嗎？ 不可以。 機車強制險可選擇一年至二年期投保，汽車強制險則僅可投保一年期。,,,
若是機車或汽車強制險保險已過期，逾期投保可將生效日回溯嗎？ 若是您的機車或汽車強制保險已經過期，逾期投保時，保險生效日不可以回溯，僅得以您續保當日做為生效日。,,,
保戶如因保單部份文字性資料異動（如車牌號碼、通訊地址、出生日期、車身號碼…等），應如何辦理更正？ 如需辦理變更作業，可至保險公司網站下載批改申請書並檢附應備文件後提出申請。,,,
強制險理賠經過多久不申請，就喪失請求權利? 依強制汽車責任保險法第14條規定，自請求權人「知道」有請求權之日起，二年間不行使而消滅。若請求權人在「不知道」有請求權的情形下，自汽車交通事故發生之日起10年內還可以提出請求，過了十年未行使者權利即消滅。,,,
什麼是超額責任險? 當理賠金額在強制險、第三人責任險都不夠賠的情況下，可以啟動超額責任險來補足。,,,
保險單遺失要如何申請補發？應附文件？ 填寫保險契約內容變更申請書，並檢附補發保單100元的相關匯款明細。,,,
保單可以變更為銀行自動轉帳？ 先查詢保單的應繳日，並填寫轉帳授權書，因銀行核印需作業時間。所以要在應繳前送件，避免無法順利扣款。,,,
我是用信用卡繳保費的，可是我換信用卡了，怎麼辦? 重新填寫授權書辦理變更卡號或更改繳費方式，以避免因卡號錯誤無法順利完成扣款，而影響您的保險權益。,,,
繳費資料變更要準備什麼文件? 請準備轉帳 / 信用卡授權書。,,,
"保單要保人變更要準備什麼文件? 請準備以下相關文件：
1.契約內容變更申請書。
2.身分證影本、或戶口名簿影本。
3.FATCA相關表單。",,,
"保單姓名變更要準備文件? 請準備以下相關文件：
1.契約內容變更申請書。
2.身分證影本或戶口名簿影本。",,,
"受益人變更要準備什麼文件? 請準備以下相關文件：
1.契約內容變更申請書。
2.身分證影本。",,,
"保單解約要準備什麼文件? 請準備以下相關文件：
1.終止保險契約通知書。
2.身分證影本。
3.保險單。",,,
申請理賠要準備那些文件？ 依照理賠項目有不同的申請文件，詳情可參考理賠申請書文件內容，基本需要文件有：理賠申請書、診斷證明書、醫療收據、個資同意書、存摺影本等。,,,
保險事故發生後，保戶應於多少時日內，完成理賠申請？ 保戶於保險事故發生後，應儘速檢具相關文件，向保險公司提出理賠申請。另依保險法令及保單條款約定，保險金之請求時效，從事故日起，最長為二年。,,,
保險事故發生多久要提出申請? 依據保險法規定，因保險契約所生的請求權，有二年的請求權時效。因此，保險事故發生二年內皆可以向保險公司提出申請。若事故發生必須進行長期的醫療時，也可以先提出部分單據進行第一次理賠，之後再進行續賠作業。,,,
車禍後要如何提出理賠申請? 車禍事故發生時，第一時間先撥打保險公司客服通報出險，針對車禍現場進行拍照，後續相關理賠申請文件可透過保險公司臨櫃、修理廠代辦、保代轉送等方式進行。一般車險理賠建議直接聯繫保險公司並前往保險公司配合的修理廠申請會較為快速。,,,
"醫療險及傷害險理賠應準備文件? 1. 理賠申請書。
2. 診斷證明書。
3. 醫療收據。
4. 個資同意書。
5. (骨折應備)X光片/光碟。",,,
"汽機車險理賠應準備文件? 1. 理賠申請書 。
2. 警方單位處理證明文件。 
3. 行照/駕照影本。
4. 個資同意書。
5. 和解書或判決書。(第三人責任財損另應備文件)
6. 車輛受損照片。
7. 車輛維修估價單。
8. 發票。",,,
"旅遊不便險理賠應準備文件? 1. 理賠申請書。
2. 交通工具業者出具延誤證明。
3. (行李損失應備)損失物品清單。",,,
"住宅火險理賠應準備文件? 1. 理賠申請書。
2. 火災證明書。
3. 個資同意書。
4. 身分證明文件。
5. 損失清單。",,,
什麼是「保全／理賠聯盟鏈」? 金管會積極推動金融科技（FinTech）的發展，其中保險科技（Insurtech）也是發展重點之一。今年由壽險公會結合多家保險公司所推出的「保全／理賠聯盟鏈」，就是保險業結合區塊鏈的技術，使保戶在向保險公司申請服務時更加便利，不需在多家保險公司中奔波，只需向一家申請，其他家保險公司就能收到資訊，並同步更新資料。,,,
"「保全／理賠聯盟鏈」服務範圍? 保全聯盟鏈：當保戶要變更保單的姓名、身分證字號、地址、電話、電子信箱、電話號碼及保險金給付方式等契約內容時，只需在首家保險公司申請變更，其它保險公司就會同步更新資料。
理賠聯盟鏈：當保戶需要申請健康險及傷害險理賠時，只需向其中一家保險公司提出申請，首家申請的保險公司就會將資料同步給其它保險公司受理。",,,
"「保全／理賠聯盟鏈」申請對象? 保全聯盟鏈：個人險保單，限定要保人申請。
理賠聯盟鏈：個人險保單，限定被保險人申請。",,,
"申請「保全／理賠聯盟鏈」? 1.需向首家保險公司、醫院申請，並簽署同意書
在申請理賠時須於醫院櫃檯簽署紙本同意書，或向首家保險公司官網、APP、業務員申請（依各家規定），當被保險人簽署完成「轉送暨個資蒐集同意書」時才會將資料傳送於其他保險公司，並通知被保險人。
2.需於10日內提供理賠申請文件正本
當保戶向首家保險公司申請理賠，若未在 10 天內將紙本文件繳交給保險公司留存，未來將無法再使用理賠聯盟鏈服務。",,,
"住宅火災保險範圍? 1. 建築物：保險金額依據『台灣地區住宅類建築物造價參考表』作為其保險金額訂定參考。
2.建築物內之動產：以實際價值為基礎，其保險金額為建築物保險金額之百分之三十，最高以新台幣80萬為限，但被保險人對保額認為不足時，可另行投保其不足的部份。",,,
住宅地震基本保險如何計算?如何補償? 地震險以重置成本為保險金額，最高不得超過新台幣一百五十萬元；臨時住宿費用之補償最高新台幣二十萬元整。,,,
"什麼是住宅玻璃保險?如何理賠? 建築物因突發意外事故導致固定裝置於四周外牆之玻璃窗戶、玻璃帷幕或專有部分或約定專用部分對外出入之玻璃門破裂之損失。
1. 每一事故最高賠償：10,000元(保險期間最高2萬元)。
2. 自負額：每一事故1,000元。",,,
"什麼是住宅竊盜保險?如何理賠? 除被保險人或其配偶、家屬、受僱人、同居人以外之任何人企圖獲取不法利益，毀越建築物之門窗、牆垣、或其他安全設備，並侵入置存建築物內動產之處所，而從事竊取、搶奪或強盜建築物內動產之行為(但不包括置存於庭院之動產)。
1. 每一竊盜事故最高賠償：15萬元。
2. 保險期間，累計賠償最高以30萬元為限3. 自負額：5,000元。",,,
什麼是住宅第三人責任基本保險? 第三人意外責任險是對於保險標的物因火災或爆炸造成第三人的身體傷害、死亡或財物損失時，依法應由被保險人對受害人負賠償責任而受賠償請求時，本公司於超過住宅第三人 責任基本保險金額以上之部份對被保險人負賠償之責。一般火災若有造成傷亡事故時，法官將依受害者的身分、地位、年齡、家庭撫養人數等條件，來判定和解金，在求償意識高漲的年代，第三人意外責任險亦顯重要。,,,
"「信用卡刷卡所贈的旅平險」和「自費旅平險」有何差別？ 信用卡附贈的旅平險與自行購買的旅行綜合險差異有：
1) 保障範圍：信用卡僅針對搭乘飛機途中的意外提供保障，旅遊期間 的全程保障或無或保額相當低；額外自費購買的旅行平安保險則可提供旅行期間全程意外事故保障。
2) 保險金額 ：信用卡通常依卡別等級提供不同的保險金額，無法依需求調整；自費購買的旅遊險則可依旅遊時間、地點自行決定保險額度。 才能補足旅遊期間完整保障。",,,
"旅行平安保險提供的傷害醫療保險可以給我什麼樣的保障？ 旅行平安保險所提供的傷害醫療保險是針對被保險人於賠償責任期間內遭受非由疾病所引起的外來突發事故受傷而就醫時，就其實際醫療費用，超過全民健保部份負擔賠償責任。
【提醒您】國外地區因無法使用健保就醫，故當被保險 人因意外事故就醫時常需自費負擔高額的醫療費用，投保本項保障可有效轉移自費風險。",,,
旅平險中的個人責任險承保範圍為何? 旅遊期間事故因歸責於自己（被保險人），導致對方財務損失或身體受傷而須負賠償之責。例如：旅遊逛街時，不小心打破價格高貴的精品；或走 在路上不小心絆倒他人受傷；或在旅館中不小心毀損電器或物品均在承保 範圍內。,,,
被保險人在「旅途中」，因疾病就醫是否可以申請理賠？ 不行哦！只有因為意外事故導致的身體受傷，就醫診療相關費用才可以申 請理賠保險金。建議您加保海外突發疾病保險，因疾病就醫的醫療費用就 可以申請理賠。,,,
出國遇到飛機延誤，有理賠嗎？如何申請？ 有。若出國有投保旅平險且包含旅遊不便險，延誤超過一定時間，回國填寫理賠申請書，並附上航空公司出具的延誤證明，即可申請理賠。,,,
行李箱出國被弄壞了，有理賠嗎？如何申請？ 有。若出國有投保旅平險且包含旅遊不便險，回國填寫理賠申請書，附上航空公司出具的毀損證明，即可申請理賠。,,,
什麼是保險代位求償? 即保險公司取得被保險人向第三人請求賠償的地位,而有權要求加害人提供補償。,,
什麼是未滿期保費準備金? 指在會計年度結束時，針對保險公司尚未履行責任期間，所提列的準備金，也就是當會計年度結束時，就未到期間相對保費提列準備金，以作為下一年度保險給付之用。,,,
什麼是生命表? 生命表通常是假設以某一年齡為基數，統計以後各該年初的生存人數及該年度的死亡人數。,,,
什麼是保單紅利? 壽險保單就利差益與死差益回饋給保戶，目前有四種選擇方式:現金紅利、抵繳保費、購買增額繳清保險、儲存生息。,,,
什麼是保險金信託? 由委託人(即保險受益人)與受託人(銀行)簽訂信託契約，約定保險事故發生時，保險公司將理賠金，依約定方式辦理財產信託給付給保險受益人，使受益人確實受到保險金的照顧，尤其是受益人未成年或身心障礙情況。,,,
什麼是保險密度? 即保費收入比上人口總數。(代表平均每人每年保費支出),,,
什麼是保險滲透度? 即保費佔國內生產毛額(GDP)的比率。,,,
什麼是特別準備金? 保險公司針對巨災損失而提存的準備金，依規定是依不同險種的保險費一定比率提存。,,,
除斥期間 即保險公司解除權行使的期間，一般是1個月內。,,,
什麼是業務員報告書? 業務員是最先與被保險人面晤的人，也可能是唯一與被保險人接觸人，因此報告書內容包含要被保險人財務狀況，外觀情況及健康情況。,,,
什麼是經驗生命表? 以壽險公司被保險人為對象統計的生命表。,,,
什麼是體檢報告書? 壽險公司會依據被保險人的年齡、投保金額、既往病症等因素，必要時要求被保險人身體檢查，核保人員可以經由體檢資料來瞭解被保險人健康情況，以決定承保與否。,,,
什麼是標準體? 被保險人的危險程度符合核保準則可按正常費率予以承保者稱為標準危險，投保者稱為標準體(Standard Life)。,,,
什麼是次標準體? 又稱弱體承保，此類被保險人的危險程度比壽險公司所定的標準還差，保險公司無法用正常費率承保，但可以用特別條件承保，此種危險稱為次標準危險，投保者稱為次標準體。,,,
什麼是機能永久完全喪失? 係指經六個月治療後其機能仍完全喪失情況。,,,
住院次數怎麼計算? 被保險人於契約有效期間，因同一疾病或傷害或因此引起的併發症，於出院後14天內於同一醫院再次住院時，其各種保險金給付合計額，視為一次住院。,,,
什麼是保險公證人? 指向保險人或被保險人收取費用，為其辦理保險標的之查勘、鑑定、估價、賠款之理算、洽商，而予證明之人。,,,
什麼是契約繼續率? 可衡量壽險公司業務招攬的品質，繼續率依觀察期間可分為第13個月、第25個月或第37個月。,,,
什麼是逆選擇? 在簽約前由於交易之一方(B 方)無法區別交易之另一方(A 方)的隱藏資訊，導致(B 方)遭受損失。「保險逆選擇」只是一種狀態的隱瞞，當然這種狀態的隱瞞可能已經危及到了保險對風險的正常合理的評估，以至於做出錯誤的核保判斷。,,,
什麼是保單自動墊繳? 若續期保險費超過寬限期間仍未支付，保戶可要求壽險公司以當時的保單價值準備金自動墊繳其應繳的保險費及利息，使保險契約繼續有效。,,,
壽險費率三元素包含哪些? 釐訂壽險費率之主要三元素是指有預定死亡率、預定利率、預定營業費用率。,,,
什麼是微型保險? 針對經濟弱勢被保險人所提供之專屬基本保障商品。,,,
保單契約撤銷期有幾天? 要保人在保險單送達的翌日起算十日內，得以書面檢同保險單向保險公司行使契約撤銷權。,,,
保險公司在約定期間無法給付保險金會補償利息嗎?利息如何計算? 保險公司收齊受益人申請理賠之文件後，因理賠需要進行保險事故調查作業而無法在約定期間內完成保險金的給付，則保險公司應加付年息一分延滯利息。,,,
什麼是生前給付條款? 是指被保險人在經醫師診斷因疾病或傷害，判斷只剩不足六個月的生存期，則可以提前申領部份身故保險金。,,,
什麼是死差益? 當壽險公司商品之實際死亡率低於壽險商品計算保費之預定死亡率時，壽險公司將產生死差益。,,,
我的保單可以向保險公司借款嗎? 當保單有保單價值準備金時，要保人可以在保單價值準備金或保單價值總額範圍內，向保險公司申請保單借款，申請方式不僅簡單方便，撥款也非常迅速，很適合個人或家庭短期的資金需求。,,,
什麼是保險存摺? 由壽險公會整合多家壽險公司及產險公司客戶投保資料，消費者註冊會員後可以查詢名下(要保人及被保險人)的投保紀錄。,,,
什麼是複保險? 重複投保，指「要保人對同一保險利益，同一保險事故，和數家保險公司分別訂立數個保險契約」。,,,
"什麼是統e金帳戶? 統e金帳戶(以分戶帳交割)：
本公司經客戶同意留存交割款項於交割專戶者，本公司將按每一個客戶分別設置分戶帳客戶專屬之虛擬帳號。客戶經與本公司約定之客戶本人名下的銀行帳戶匯款至分戶帳辦理交割，無須另外開立證券款項劃撥帳戶。
線上開立統e金帳戶
https://vchat.pscnet.com.tw/mOpenNew/eOpen/#/main/home?eLedger=true
線上開戶操作手冊
https://www.pscnet.com.tw/upload/pscnet/file/20201022193551932821.pdf",,,
統e金帳戶可承作業務? 統e金帳戶可承作業務與一般帳戶相同。,,,
"如何開立統e金帳戶? 一、線上開戶
需為年滿18歲之本國自然人，持有銀行帳戶者。
【線上開戶】： https://tinyurl.com/2p9bbc57
【線上開戶操作手冊】：https://tinyurl.com/2p8br668
二、臨櫃開戶
1.年滿18歲之本國自然人。
2.七歲(含)以上，未滿20歲之本國自然人：則需要法定代理人(父母任一方)及未成年子女攜帶相關證件至營業據點臨櫃開戶。
3.七歲(未含)以下之本國自然人，可由法定代理人（父母任一方）代簽。
以上三種身分皆需有本人銀行帳戶。
臨櫃開戶相關業務請洽統一證券全省服務據點詢問：
統一證券官網 >右上方「服務據點」
https://www.pscnet.com.tw/pscnetStock/index.do",,,
"線上開統e金帳戶需具備資料? 1. 身分證、附照片的健保卡或駕照及手持身份證自拍照。
2. 本人任一eACH上線銀行帳戶存摺(作為出入金約定銀行帳戶使用)。
eACH上線銀行如下(依臺灣票券交換所公告之eACH上線銀行為主)
https://www.twnch.org.tw/eACH.html#ACH-6",,,
"統e金帳戶出入金約定銀行有哪些? 任一eACH上線銀行均可約定為出/入金銀行帳戶。
https://www.twnch.org.tw/eACH.html#ACH-6
(依臺灣票券交換所公告之eACH上線銀行為主)",,,
"統e金帳戶可以現股當沖嗎? 可以的，若您符合下列資格並已簽署「有價證券當日沖銷交易風險預告書暨概括授權同意書」與「辦理應付當日沖銷券差有價證券借貸契約書」，即可進行當沖交易。
一、簽署資格
1.證券開戶滿三個月。
2.一年內委託上市櫃股票買賣成交十筆(含)以上。

二、簽署方式
點選下方連結或登入交易系統點選「線上簽署專區」，進行簽署作業
https://eservices.pscnet.com.tw/eservice/OnlineSign/login.php
1.金贏島
交易/帳務 >個人服務 >線上簽署專區
2.e統金
客戶服務 >線上簽署專區
3.e指發APP
統一專區 >線上簽署",,,
統e金帳戶存款利率 現行利率：年息0.01%。,,,
舊交割銀行轉為統e金帳戶，且出入金換其它家銀行，那原交割銀行要如何處理？ 可以把原交割銀行戶約定成統e金帳戶的入金帳戶，或至銀行取消證券交割綁定，改為一般活儲使用。,,,
純信託或純複委託帳戶可用統e金帳戶(分戶帳)交割嗎? 因為統e金帳戶(分戶帳系統)是以台股證?戶為基礎架構，因此沒有台股帳戶就沒有辦法申請複委託與信託以分戶帳交割。,,,
"客戶在同一家分公司台股證?帳號可以同時選擇為統e金帳戶與一般交割戶嗎？
 同一家分公司開立台股證?帳號，統e金帳戶與一般交割戶無法同時並存。選擇統e金帳戶作為股票交割專戶後，不得要求申購、競拍及其他台股相關業務以其他交割專戶交割，但財富管理信託帳號、複委託帳號可以用其他自有銀行帳戶作為交割專戶。",,,
"舊戶如何轉換為統e金帳戶? 請點選下方連結進入「線上開戶專區」，點選「證券舊戶轉統e金帳戶」
【線上開戶】： https://tinyurl.com/2p9bbc57

【線上開戶操作手冊】：https://tinyurl.com/2p8br668
※注意事項：
已開立台股帳戶者，T+3日（完成交割後隔一天）確認前兩日未成交及T+3當日未委託，方可變更交割帳號，當日可開始下單交易。若違反以上條件，請客戶再重新停止交易兩天，待在途款順利完成交割後辦理開立分戶帳帳戶。",,,
舊交割銀行轉為統e金帳戶，且出入金換其它家銀行，那原交割銀行要如何處理? 可以把原交割銀行戶約定成統e金帳戶的入金帳戶，或至銀行取消證券交割綁定，改為一般活儲使用。,,,
"開立統e金帳戶簽署的相關文件有哪些？  統一證券分戶帳線上開戶需簽署5項文件，【線上開戶同意書】、【證券及OTC委託買賣契約】、【線上開戶徵信表】、【證券商交割專戶留存客戶款項契約書】、【客戶交割專戶分戶帳約定申請書】，若同時加開複委託，則需再簽署【W-8BEN受益人身份證明書】。
※加開複委託填寫W8BEN文件注意事項：
1.文件欄位需以英文填寫(除最後簽署姓名可以中文輸入)。
2.必填欄位會以紅框提示，基本資料填寫需填寫完成才可點選同意。
3.生日及填寫日期需符合格式：月月-日日-年年年年。
4.若戶籍與通訊地址不同，請將第一部份3輸入戶籍地址翻譯，4填上通訊地址翻譯。(地址第一個欄位請輸入資訊至""路"")
5.地址翻譯請參考郵局網站
https://www.post.gov.tw/post/internet/SearchZone/index.jsp?ID=130112",,,
統e金帳戶開戶資料寫到一半，會保存嗎？ 開戶過程中若有點選「資料上傳」，系統會保存您的開戶資料。若因網路異常而中斷，請在網路恢復正常時重新開啟線上開戶頁面，點選「繼續前次作業」並登入，即可繼續填寫開戶資料。若未點選「資料上傳」，線上開戶網頁點選「新開戶」並登入，需重新填寫開戶資料。,,,
"如何查詢統e金帳戶開戶進度？  線上開戶網頁點選「繼續前次作業」並登入，會顯示目前開戶進度。
【線上開戶操作手冊】：https://tinyurl.com/2p8br668",,,
線上開戶過程中忘記驗證碼或超過有效時間時，怎麼辦？  再次點選「取得驗證碼」，即可取得新的驗證碼。,,,
